X,Y,LED1,LED2,LED3,LED4
1.4075,4.9227,0.00011566,0.00015112,1.55E-05,0.00049844
3.6553,4.4296,6.86E-05,1.76E-05,6.80E-05,0.015647
0.68881,1.0692,0.032973,1.39E-05,7.73E-05,8.95E-05
4.1836,0.17315,0.00020731,1.30E-06,0.0017295,0.00019005
0.69301,2.2556,0.0019053,4.70E-05,6.01E-05,0.00019301
2.941,0.068973,0.00060469,3.27E-06,0.00056941,0.000146
1.8308,2.3686,0.0011629,4.21E-05,0.00014613,0.00049661
4.0338,4.756,3.55E-05,1.16E-05,5.12E-05,0.0086978
2.5189,1.2448,0.0013248,1.09E-05,0.00052611,0.00034189
2.448,1.9321,0.00098871,1.95E-05,0.00033405,0.00056318
4.3852,2.1572,0.00015725,5.64E-06,0.00080433,0.0012616
1.7657,4.1544,0.00021612,0.00026154,4.17E-05,0.00085473
2.2472,4.1232,0.00018968,9.93E-05,5.61E-05,0.0014856
4.8177,2.265,0.00010331,4.07E-06,0.00049866,0.0011749
0.21149,1.9028,0.0021302,2.69E-05,4.38E-05,0.00010381
4.8648,4.6293,1.17E-05,5.68E-06,5.13E-05,0.0040473
0.94603,3.7042,0.00036225,0.0017966,3.31E-05,0.00038224
3.3356,3.6882,0.00015067,2.45E-05,0.00012542,0.008931
2.9322,4.7346,8.24E-05,3.24E-05,4.39E-05,0.002712
3.3756,2.5505,0.00029953,1.53E-05,0.00040641,0.0018169
1.8051,3.9594,0.00025338,0.00024744,4.98E-05,0.00089712
3.1014,2.2609,0.00043796,1.59E-05,0.00046801,0.0011165
4.0558,4.246,5.90E-05,1.25E-05,8.20E-05,0.078661
0.096287,1.9522,0.0017574,2.67E-05,3.87E-05,9.53E-05
0.41937,3.6919,0.00034121,0.0003596,2.08E-05,0.00023669
4.874,4.8822,4.24E-06,5.32E-06,4.04E-05,0.0029457
3.2567,2.6165,0.00031595,1.74E-05,0.00035184,0.0018172
1.1562,2.1496,0.0024118,4.26E-05,9.27E-05,0.00026396
2.0175,1.0358,0.0031758,1.14E-05,0.00028666,0.00022382
0.6101,1.617,0.0059754,2.30E-05,6.75E-05,0.000125
1.3422,0.55435,0.010086,8.70E-06,0.00013582,9.81E-05
1.2892,1.8761,0.0038053,3.06E-05,0.00011513,0.00024921
1.6583,1.6495,0.0036443,2.21E-05,0.00017408,0.00027911
0.76117,1.7105,0.0058131,2.59E-05,7.57E-05,0.00015057
1.74,4.0856,0.00023101,0.00028982,4.34E-05,0.00083603
0.60829,2.6584,0.0010538,7.76E-05,4.70E-05,0.00021528
4.4208,2.6056,0.00012738,6.72E-06,0.00041925,0.0021913
0.47139,3.8715,0.00029326,0.0005425,1.89E-05,0.00025139
4.6502,0.60131,0.00014906,1.27E-06,0.0020645,0.00026474
1.9951,3.1273,0.00049242,8.35E-05,0.0001019,0.00087171
0.23701,1.7332,0.0027595,2.31E-05,4.68E-05,9.56E-05
1.7119,1.6731,0.0032368,2.22E-05,0.00018185,0.00029372
3.6798,2.8731,0.00019945,1.39E-05,0.00031326,0.0034782
3.9734,4.3197,5.92E-05,1.33E-05,7.67E-05,0.049051
2.7245,0.99282,0.0010405,8.11E-06,0.00074913,0.00030541
3.4311,3.3623,0.00017659,2.06E-05,0.00017489,0.0063973
4.4682,4.5092,2.94E-05,8.34E-06,6.22E-05,0.0098445
0.27396,0.99579,0.006345,1.20E-05,5.27E-05,5.40E-05
1.5183,1.4914,0.0061801,1.98E-05,0.000159,0.00022875
0.23096,2.4826,0.0010682,4.96E-05,3.63E-05,0.00014312
0.97738,4.4495,0.00018332,0.0008047,1.79E-05,0.00038501
3.6008,2.5071,0.00025732,1.25E-05,0.00048037,0.0019363
3.6088,1.385,0.00038394,6.39E-06,0.0039766,0.00056634
4.389,2.6698,0.00012699,7.09E-06,0.00039163,0.0024388
2.9122,2.8712,0.00034539,2.68E-05,0.00022213,0.0017908
0.35342,2.064,0.0019896,3.36E-05,4.76E-05,0.00013026
4.6137,0.073818,0.00013847,4.84E-07,0.00094881,0.00016403
4.0019,3.5138,0.00010709,1.27E-05,0.00016336,0.021304
1.4297,2.5337,0.0012153,6.41E-05,9.71E-05,0.00039887
2.7183,1.9063,0.00076221,1.62E-05,0.00045436,0.00064754
4.9239,0.32466,0.00011062,4.02E-07,0.00088894,0.00019303
3.5784,1.7929,0.00035582,8.50E-06,0.0014874,0.00084087
4.1948,1.1713,0.0002295,3.55E-06,0.017957,0.00047485
2.1663,1.0175,0.0023956,1.06E-05,0.00034191,0.00023932
2.3531,4.0689,0.00019005,8.44E-05,6.18E-05,0.0017108
2.8036,1.9672,0.00067614,1.60E-05,0.00047274,0.00071568
1.3455,0.26788,0.0049009,6.71E-06,0.00012681,7.41E-05
3.7451,1.8753,0.00029881,7.93E-06,0.0014775,0.00094844
2.5194,3.875,0.00020624,6.55E-05,7.82E-05,0.0021382
3.234,0.82649,0.0005736,5.39E-06,0.0020173,0.00031453
1.5387,4.5611,0.0001583,0.00025081,2.53E-05,0.00063144
0.69362,1.596,0.0071707,2.29E-05,7.31E-05,0.00013238
2.3779,1.6489,0.0013114,1.62E-05,0.00036875,0.00043496
1.8123,1.0212,0.0050443,1.20E-05,0.00022839,0.00019654
3.9406,3.8361,8.97E-05,1.40E-05,0.00011974,0.16255
3.9015,0.34987,0.00027783,2.18E-06,0.0029123,0.00022504
3.3426,4.7502,6.34E-05,2.16E-05,4.82E-05,0.0046556
0.66752,0.79105,0.020898,1.08E-05,7.53E-05,6.81E-05
0.10778,1.4322,0.0032298,1.67E-05,4.37E-05,6.65E-05
2.7992,3.4356,0.00024886,4.03E-05,0.00012784,0.0026248
1.5041,0.70575,0.009432,9.74E-06,0.00016278,0.00012579
4.697,2.5604,0.00010231,5.19E-06,0.00038518,0.0017553
4.9045,3.6066,4.43E-05,5.68E-06,0.00012495,0.0048923
1.4331,4.6442,0.00014921,0.00025388,2.16E-05,0.000559
4.0041,3.6605,9.69E-05,1.29E-05,0.00014158,0.043849
4.4806,3.7492,6.11E-05,8.51E-06,0.00012386,0.016425
2.9876,2.0366,0.0005473,1.49E-05,0.00053663,0.00084352
4.4201,1.1975,0.00018707,2.98E-06,0.0057076,0.00047293
4.7187,2.6043,9.84E-05,5.18E-06,0.00036185,0.0018225
2.7458,1.0954,0.0010087,8.69E-06,0.00077028,0.00033543
3.6419,4.2119,8.34E-05,1.84E-05,8.28E-05,0.027829
2.8838,3.3147,0.00025832,3.49E-05,0.00014758,0.0026644
0.12929,4.0812,0.0002237,0.00020921,9.85E-06,0.00018305
2.2327,3.9694,0.00021667,0.00010298,6.29E-05,0.001468
3.2315,2.3455,0.00037545,1.52E-05,0.0004716,0.0013161
2.606,1.5476,0.0010516,1.32E-05,0.00051654,0.0004546
1.8616,3.4379,0.00039398,0.0001426,7.54E-05,0.00086687
4.6857,4.9343,8.00E-06,6.24E-06,4.02E-05,0.0034235
4.1477,3.8497,7.55E-05,1.16E-05,0.00011778,0.10754
4.2454,4.1479,5.45E-05,1.06E-05,8.88E-05,0.058805
1.8627,3.5304,0.00036253,0.00015814,7.07E-05,0.00089247
2.9659,2.9767,0.00031,2.71E-05,0.00020792,0.0021042
4.3628,3.7644,6.72E-05,9.47E-06,0.00012469,0.02564
4.6675,2.4836,0.00010858,5.16E-06,0.00042904,0.0016327
3.3423,4.3257,9.26E-05,2.43E-05,7.09E-05,0.0089107
1.0339,0.34014,0.0076778,7.30E-06,9.77E-05,6.07E-05
3.2693,4.8427,6.07E-05,2.23E-05,4.35E-05,0.0036926
0.36026,0.49378,0.0047267,7.87E-06,5.49E-05,3.19E-05
2.0336,2.7349,0.00069352,5.32E-05,0.00013639,0.00072788
3.3347,2.0148,0.00040547,1.15E-05,0.00078929,0.00097642
4.6686,0.5352,0.00014529,1.13E-06,0.0017974,0.00024856
4.0548,3.6208,9.58E-05,1.23E-05,0.00014701,0.034233
2.4227,3.0684,0.00040979,4.90E-05,0.0001398,0.0012886
3.7837,3.9148,9.50E-05,1.62E-05,0.00011029,0.09113
2.0852,2.8331,0.00061308,5.60E-05,0.00013249,0.00080711
4.8589,4.0566,3.03E-05,6.07E-06,8.55E-05,0.0066829
4.9399,2.8839,6.95E-05,4.67E-06,0.00023892,0.0020944
4.3207,4.7201,2.67E-05,9.11E-06,5.22E-05,0.0077383
1.9444,4.3573,0.00017251,0.00015179,3.93E-05,0.0010017
2.2737,2.538,0.0007028,3.62E-05,0.00018679,0.00078058
1.2334,3.9441,0.00028677,0.0028078,3.44E-05,0.00050706
3.9221,2.3652,0.00021305,9.06E-06,0.00064612,0.0017371
4.4142,4.144,4.65E-05,9.10E-06,8.74E-05,0.025611
4.5686,1.6124,0.00015518,3.51E-06,0.0016935,0.00067623
2.7914,4.8807,7.74E-05,3.47E-05,3.64E-05,0.0019943
2.9943,1.3911,0.00071335,9.45E-06,0.0010324,0.00047596
0.74438,0.36415,0.0069272,7.39E-06,7.59E-05,4.56E-05
4.4986,3.7561,5.97E-05,8.38E-06,0.00012263,0.015704
2.252,4.1559,0.00018426,9.78E-05,5.47E-05,0.0014884
1.0284,4.6117,0.00015824,0.00043251,1.57E-05,0.00039044
4.4983,1.6351,0.00016452,3.79E-06,0.001823,0.00070439
3.8129,4.0203,8.59E-05,1.58E-05,0.00010029,0.14268
4.4124,2.6913,0.00012327,7.00E-06,0.00037827,0.0024848
1.4248,2.3165,0.0016371,4.87E-05,0.00010776,0.00035445
3.3661,4.1038,0.00010891,2.43E-05,8.70E-05,0.012062
3.3214,4.7595,6.37E-05,2.20E-05,4.75E-05,0.0044578
0.61407,0.38136,0.0059907,7.41E-06,6.78E-05,3.95E-05
2.0366,3.5434,0.00033512,0.00011882,7.79E-05,0.001078
1.3764,1.1746,0.018953,1.52E-05,0.0001457,0.00016647
3.5833,1.9945,0.00032929,9.56E-06,0.0010307,0.0010418
1.4169,1.3406,0.010978,1.76E-05,0.00014854,0.00019264
4.481,4.1626,4.27E-05,8.56E-06,8.50E-05,0.019084
4.1329,4.9769,2.31E-05,9.99E-06,4.13E-05,0.0050403
1.9501,3.2488,0.00045052,0.00010083,9.10E-05,0.00088215
2.4895,3.5198,0.00027663,6.07E-05,0.00010223,0.0018229
3.474,4.6615,6.31E-05,1.97E-05,5.36E-05,0.0065591
4.1718,3.4383,9.87E-05,1.07E-05,0.00017481,0.014264
3.0481,2.8418,0.00032032,2.34E-05,0.00024717,0.0019769
2.8737,1.9042,0.00065448,1.46E-05,0.00054177,0.00070414
1.6302,3.1729,0.00055013,0.00013872,7.74E-05,0.00063101
2.2821,1.8161,0.0012989,1.95E-05,0.00030245,0.00046603
3.569,2.0381,0.00032763,9.91E-06,0.00094564,0.0010882
4.422,1.8435,0.0001677,4.60E-06,0.0013484,0.00088595
3.6043,2.342,0.00027823,1.14E-05,0.00060414,0.0015686
0.093064,2.5171,0.00093644,4.69E-05,3.13E-05,0.00012746
3.3739,4.5527,7.47E-05,2.23E-05,5.82E-05,0.006707
2.1925,1.0322,0.0022854,1.06E-05,0.00035296,0.00024544
2.1891,1.693,0.0016127,1.85E-05,0.0002925,0.00040241
0.58518,2.8706,0.00081329,0.00010557,4.14E-05,0.00022835
4.0734,2.4347,0.00018286,8.31E-06,0.00058177,0.0019091
1.6243,1.3111,0.006621,1.63E-05,0.0001829,0.00021645
1.2311,2.898,0.00082409,0.00012321,6.84E-05,0.00039968
1.7136,4.3916,0.00017782,0.00023243,3.32E-05,0.00078083
1.8785,0.30475,0.0024584,6.28E-06,0.0002123,0.00011188
2.7328,2.2044,0.00062221,1.99E-05,0.00035621,0.000841
2.8096,0.42129,0.00082009,4.86E-06,0.00066604,0.00019354
1.9791,2.8162,0.00066336,6.07E-05,0.00012427,0.00072831
1.9907,2.6966,0.00073929,5.30E-05,0.00013551,0.00068614
2.5768,3.8403,0.00020617,6.02E-05,8.26E-05,0.0023103
3.2877,1.1655,0.00054293,6.74E-06,0.0023313,0.00043036
4.7546,2.9368,8.07E-05,5.65E-06,0.00024916,0.0026753
3.6117,2.2949,0.00028271,1.11E-05,0.00064963,0.0014842
2.0004,4.3049,0.00017744,0.00014227,4.24E-05,0.0010776
4.1594,3.3042,0.00010837,1.06E-05,0.00020056,0.0096832
0.67169,1.7694,0.0046038,2.72E-05,6.89E-05,0.000145
0.30233,1.7359,0.0030143,2.37E-05,4.97E-05,0.00010205
0.42124,1.2686,0.0079575,1.59E-05,5.98E-05,8.15E-05
0.81949,4.7626,0.00013709,0.00025897,1.02E-05,0.00031287
1.6211,1.491,0.0050247,1.93E-05,0.00017569,0.00024479
1.5086,0.79203,0.010823,1.05E-05,0.00016526,0.00013554
0.058405,1.8065,0.0019852,2.29E-05,3.88E-05,8.34E-05
2.6995,3.7081,0.00021452,4.99E-05,9.73E-05,0.002668
0.47686,3.5295,0.00040217,0.00030781,2.50E-05,0.00024445
0.73257,3.5045,0.00043198,0.00049144,3.19E-05,0.00030658
3.1557,0.031129,0.00048596,2.76E-06,0.00069367,0.00014961
4.2966,1.8717,0.00018565,5.19E-06,0.0014399,0.00093808
4.8711,4.5075,1.52E-05,5.77E-06,5.72E-05,0.0046148
2.8542,1.5917,0.00077666,1.19E-05,0.00070179,0.00053241
4.9843,2.9854,6.28E-05,4.62E-06,0.00021185,0.0022381
2.7677,1.489,0.00089179,1.16E-05,0.00066989,0.00046905
2.5773,0.62507,0.0011747,6.46E-06,0.00054435,0.00021125
1.6534,1.9418,0.0023533,2.95E-05,0.00015527,0.000336
2.15,4.0884,0.0002026,0.00011824,5.48E-05,0.0013225
2.459,4.9059,8.82E-05,4.81E-05,3.10E-05,0.0013614
0.35519,4.3099,0.00019399,0.00030413,1.02E-05,0.00022309
4.4387,0.4191,0.0001753,1.33E-06,0.0022533,0.00023299
0.32317,1.6886,0.0033351,2.28E-05,5.12E-05,0.00010091
2.1809,1.1806,0.0022659,1.21E-05,0.0003434,0.00027354
4.1331,1.589,0.00022939,4.98E-06,0.0034394,0.00071398
1.9727,4.9222,0.00010306,8.12E-05,2.35E-05,0.00083272
3.0674,2.7413,0.00033701,2.18E-05,0.00027581,0.0018025
4.0932,3.7463,8.51E-05,1.21E-05,0.00013019,0.06751
4.4312,4.2093,4.29E-05,8.92E-06,8.21E-05,0.021121
4.6556,0.83445,0.0001514,1.67E-06,0.0027288,0.00032533
0.95392,4.5155,0.00017266,0.00060659,1.63E-05,0.00037257
1.2929,0.52562,0.010324,8.52E-06,0.00012897,9.20E-05
4.4893,3.7255,6.17E-05,8.42E-06,0.0001264,0.01527
2.9668,3.6469,0.00019376,3.58E-05,0.00011487,0.004003
2.5192,3.5873,0.00025845,6.02E-05,9.84E-05,0.0019562
3.064,0.66716,0.0006705,5.23E-06,0.0012296,0.00026095
4.0971,2.2289,0.00019522,7.38E-06,0.00080345,0.0014557
2.6594,2.5439,0.00052161,2.68E-05,0.00025,0.001066
1.0104,2.6525,0.0011423,8.54E-05,6.56E-05,0.00030064
2.2695,4.2986,0.00016245,9.04E-05,4.91E-05,0.001478
2.1396,3.3886,0.00036561,8.92E-05,9.27E-05,0.0011391
4.8303,4.0292,3.25E-05,6.23E-06,8.83E-05,0.0071916
3.1003,2.6562,0.00034697,2.02E-05,0.00030661,0.0016882
3.4769,4.7795,5.60E-05,1.89E-05,4.80E-05,0.0053156
3.6008,0.33338,0.00036252,2.75E-06,0.0019898,0.00021648
1.7345,2.7076,0.00085045,6.61E-05,0.00011125,0.00055799
2.585,1.4083,0.0011484,1.20E-05,0.00054172,0.00040228
2.7835,2.4045,0.00052141,2.21E-05,0.00031113,0.0010373
0.78248,3.4243,0.00047024,0.00041702,3.51E-05,0.00031592
2.8103,1.0413,0.00093415,8.06E-06,0.00086561,0.00032917
3.474,3.0408,0.00020988,1.77E-05,0.00024509,0.0039066
2.1323,1.6309,0.001835,1.80E-05,0.00028316,0.00037174
4.1814,4.4042,4.53E-05,1.09E-05,7.06E-05,0.024828
3.6569,0.66697,0.00036992,3.59E-06,0.0052535,0.00029532
1.8002,0.51204,0.0035891,7.71E-06,0.00021026,0.00012885
2.2711,4.7956,0.00010519,6.46E-05,3.16E-05,0.0011971
1.9319,0.76451,0.0035252,9.27E-06,0.00025558,0.00017223
3.8778,0.76269,0.00030465,3.30E-06,0.017268,0.00032781
3.6714,0.77776,0.0003699,3.90E-06,0.0077076,0.00032696
2.1514,0.44785,0.0019071,6.57E-06,0.00029876,0.00014853
3.4688,2.2721,0.00032116,1.22E-05,0.00061517,0.0013672
4.7261,3.3445,6.48E-05,6.43E-06,0.0001692,0.0048453
3.9212,4.1565,7.10E-05,1.42E-05,8.90E-05,0.15872
3.5279,3.9512,0.00011021,2.07E-05,0.00010308,0.022299
0.54667,3.5636,0.00039555,0.00038584,2.60E-05,0.00026172
1.9497,2.363,0.0010667,3.89E-05,0.00016157,0.0005413
2.9545,3.5429,0.00021037,3.53E-05,0.00012502,0.0036158
2.2969,4.7903,0.00010469,6.29E-05,3.21E-05,0.0012338
0.2517,2.5289,0.0010275,5.30E-05,3.63E-05,0.00014885
1.1434,1.5253,0.011181,2.17E-05,0.00011122,0.00017985
4.1709,3.9491,6.86E-05,1.14E-05,0.00010722,0.15636
0.078223,1.1819,0.0037135,1.33E-05,4.35E-05,5.09E-05
4.3186,1.1715,0.0002053,3.20E-06,0.0093639,0.00046883
0.39035,2.3235,0.0014435,4.53E-05,4.49E-05,0.00015382
3.3452,3.0969,0.0002217,2.03E-05,0.00022099,0.0037089
2.5011,3.0766,0.00038845,4.54E-05,0.00014577,0.0014053
1.09,0.61312,0.021182,9.34E-06,0.00010856,8.48E-05
2.8581,0.61897,0.00083341,5.61E-06,0.00082656,0.00023412
0.61095,1.4223,0.0096204,1.91E-05,6.99E-05,0.00010951
3.3558,3.6787,0.00014975,2.40E-05,0.00012721,0.0092643
2.9979,2.0565,0.00053638,1.50E-05,0.00053099,0.00086413
0.27988,4.1449,0.00022043,0.00029642,1.13E-05,0.00021051
0.28172,4.6756,0.00013791,0.00015422,4.54E-06,0.00019712
0.7625,1.9953,0.003103,3.52E-05,7.00E-05,0.00017819
0.098105,0.26106,0.0022599,6.00E-06,4.10E-05,8.45E-06
2.1759,2.8559,0.00056836,5.25E-05,0.00013895,0.00088719
4.1611,3.7383,8.11E-05,1.13E-05,0.00013069,0.051075
3.087,1.6012,0.00060585,1.04E-05,0.0009816,0.0005942
2.6006,2.4647,0.00057872,2.65E-05,0.00025518,0.00095338
4.3193,1.1083,0.00020577,3.04E-06,0.010995,0.00044218
0.48849,4.6964,0.00014067,0.00020335,6.83E-06,0.00023692
4.5403,2.4115,0.00012506,5.59E-06,0.00050707,0.001606
0.54008,2.7,0.00097655,7.93E-05,4.34E-05,0.00020631
2.585,1.1053,0.0012432,9.49E-06,0.00059683,0.0003153
0.71578,0.47973,0.0091664,8.18E-06,7.57E-05,5.11E-05
2.7969,0.30083,0.00078692,4.40E-06,0.00059382,0.00017288
0.022898,4.0975,0.00021345,0.00016484,8.05E-06,0.00016512
3.8334,3.8574,9.56E-05,1.54E-05,0.0001168,0.09942
4.2435,0.97848,0.00022075,2.92E-06,0.021388,0.0003958
4.5841,4.4756,2.63E-05,7.55E-06,6.29E-05,0.0082928
4.9348,3.4215,4.95E-05,5.37E-06,0.00014559,0.003846
2.5257,3.2842,0.00032589,5.08E-05,0.00012554,0.0016642
1.3571,4.9519,0.00011314,0.0001497,1.42E-05,0.00047174
0.50375,0.16846,0.0033585,6.00E-06,5.84E-05,2.25E-05
2.5392,2.1213,0.00078596,2.13E-05,0.00031842,0.00069195
2.928,2.4499,0.0004507,2.04E-05,0.00033421,0.0012005
3.8144,2.9175,0.00017608,1.26E-05,0.00030528,0.004021
0.41481,0.41635,0.0045887,7.42E-06,5.69E-05,3.08E-05
3.308,3.3008,0.00019943,2.27E-05,0.00017849,0.004786
2.5849,0.26153,0.00097079,4.69E-06,0.00044404,0.00015377
0.85524,2.7842,0.00095672,0.00010414,5.42E-05,0.00027878
4.6928,3.5601,5.75E-05,6.87E-06,0.00013989,0.0070183
2.9524,2.4396,0.00044494,1.99E-05,0.00034402,0.0012094
2.2032,3.088,0.00045736,6.32E-05,0.00011992,0.001046
4.7096,1.0689,0.00014459,1.99E-06,0.0024794,0.00039524
3.2796,3.2283,0.00021306,2.28E-05,0.00018942,0.0041365
2.2597,1.9032,0.0012391,2.12E-05,0.00028097,0.00048997
4.1985,0.51856,0.00022083,1.97E-06,0.0045525,0.00026149
2.6631,1.8876,0.00081534,1.65E-05,0.00043415,0.00061779
2.7694,1.3143,0.00094234,1.01E-05,0.00074469,0.00040611
3.4003,1.2064,0.00048221,6.47E-06,0.003078,0.00045957
1.8359,3.1146,0.00053665,9.94E-05,9.24E-05,0.00074524
1.1965,2.6146,0.0011778,7.85E-05,7.75E-05,0.00034405
2.8946,2.0662,0.00058607,1.62E-05,0.00047331,0.00082264
4.3344,1.089,0.00020312,2.95E-06,0.010515,0.00043356
2.0339,4.2928,0.0001774,0.00013481,4.36E-05,0.0011216
0.56308,4.305,0.00020223,0.00054362,1.35E-05,0.00026991
2.2192,1.4197,0.0018951,1.45E-05,0.00033899,0.00033466
1.5009,3.077,0.00063279,0.00013772,7.51E-05,0.0005412
2.0069,3.8974,0.00025055,0.00015485,5.88E-05,0.0011174
4.1668,4.7742,2.99E-05,1.03E-05,5.01E-05,0.0078466
2.0181,4.598,0.00013672,0.00010752,3.31E-05,0.0010063
1.9509,1.9241,0.0017204,2.55E-05,0.00020579,0.00040675
1.8022,0.81322,0.004847,1.00E-05,0.0002236,0.00016606
0.70128,3.9838,0.00027476,0.0018275,2.15E-05,0.00031081
1.3007,0.56909,0.011582,8.86E-06,0.000131,9.64E-05
0.43408,0.79412,0.0090366,1.04E-05,6.08E-05,5.28E-05
2.147,1.7791,0.0015771,2.03E-05,0.00026821,0.00041734
1.2864,4.2388,0.00021859,0.0011098,2.82E-05,0.00052693
1.4878,2.9139,0.00075675,0.00010699,8.21E-05,0.00050042
2.1243,2.9309,0.00054843,5.93E-05,0.00012725,0.00088576
0.59604,4.6292,0.00015183,0.00027453,9.16E-06,0.00026464
2.4753,2.8754,0.00046224,4.02E-05,0.00016788,0.0011835
3.532,0.049887,0.00035032,2.15E-06,0.0010619,0.00016417
1.2179,4.0469,0.00026149,0.0032653,3.14E-05,0.00049977
3.9254,3.044,0.00015098,1.20E-05,0.00026693,0.0053532
0.37045,2.3996,0.0012928,4.90E-05,4.28E-05,0.00015659
1.9694,1.3422,0.0030372,1.50E-05,0.00026092,0.00027381
0.016971,1.2905,0.0030742,1.43E-05,4.06E-05,5.23E-05
1.1034,2.405,0.0016078,5.92E-05,7.96E-05,0.00028916
0.0065028,1.1367,0.0032618,1.25E-05,4.06E-05,4.39E-05
0.9459,0.24301,0.0057913,6.67E-06,8.82E-05,4.92E-05
0.71242,0.84621,0.030557,1.14E-05,7.87E-05,7.51E-05
1.3404,1.2922,0.01584,1.70E-05,0.00013902,0.00017666
0.87446,0.98955,0.2137,1.31E-05,9.16E-05,9.86E-05
0.69324,3.0285,0.00070087,0.00015,4.16E-05,0.0002641
2.9944,4.1185,0.00013388,3.61E-05,7.73E-05,0.0047756
4.5053,4.0531,4.62E-05,8.40E-06,9.34E-05,0.019442
4.6969,4.0112,3.90E-05,7.06E-06,9.30E-05,0.010285
1.1059,3.5406,0.00042314,0.00072466,4.19E-05,0.00043189
2.4134,4.2969,0.0001536,7.30E-05,5.27E-05,0.0017757
1.8801,3.9054,0.0002596,0.00020395,5.43E-05,0.00097053
2.6189,1.019,0.0011943,8.72E-06,0.00063294,0.0002984
1.3244,4.9667,0.00011192,0.00014942,1.35E-05,0.00045598
0.34179,0.46812,0.0043832,7.66E-06,5.37E-05,2.96E-05
2.1816,3.2531,0.00040191,7.51E-05,0.00010497,0.0011185
0.86927,1.0759,0.14209,1.42E-05,9.11E-05,0.00010533
0.13054,1.2194,0.0040663,1.40E-05,4.56E-05,5.65E-05
4.7734,1.6984,0.00012668,3.06E-06,0.0010751,0.00068612
2.153,0.98931,0.0024541,1.04E-05,0.00033645,0.00023245
4.8078,2.5342,9.36E-05,4.64E-06,0.00037013,0.0015796
3.8121,4.7538,4.40E-05,1.41E-05,5.11E-05,0.0081358
0.036743,1.973,0.001607,2.65E-05,3.63E-05,9.07E-05
3.4002,2.9223,0.00023747,1.80E-05,0.00027055,0.0030381
3.5298,3.0327,0.00020276,1.68E-05,0.00025161,0.0040691
3.2256,3.5732,0.00017487,2.67E-05,0.00013471,0.0060611
2.7615,2.0077,0.0006871,1.69E-05,0.00043602,0.0007233
1.0905,4.2935,0.00021075,0.0017017,2.30E-05,0.00043639
3.8618,4.6024,4.95E-05,1.40E-05,5.90E-05,0.012968
1.1401,3.7542,0.00034432,0.0019563,3.70E-05,0.0004592
1.8543,1.428,0.0034794,1.69E-05,0.00022593,0.0002717
4.4546,3.9841,5.17E-05,8.80E-06,0.00010035,0.024346
4.2819,0.71383,0.0002103,2.22E-06,0.0074593,0.00031012
2.0122,2.5228,0.00086425,4.37E-05,0.00015398,0.00062797
1.5901,3.0534,0.00062948,0.00012078,8.11E-05,0.00058034
3.0432,3.519,0.00020304,3.18E-05,0.00013235,0.0040994
4.551,1.9167,0.00014679,4.30E-06,0.0010312,0.00092067
4.5455,3.6434,6.23E-05,7.94E-06,0.00013473,0.011207
2.958,4.4364,0.00010558,3.54E-05,5.79E-05,0.0036985
1.6629,0.27924,0.0032408,6.45E-06,0.00017069,9.50E-05
4.2653,0.69108,0.00021295,2.21E-06,0.0072663,0.00030426
2.212,4.3153,0.00016365,9.82E-05,4.70E-05,0.0013723
4.5218,2.1087,0.00014207,4.90E-06,0.00078492,0.0011413
0.1659,2.0566,0.0016714,3.06E-05,4.01E-05,0.00010868
2.6621,4.7957,8.93E-05,4.16E-05,3.76E-05,0.0018438
3.5825,3.7512,0.00012281,1.94E-05,0.0001251,0.02035
0.89651,4.905,0.0001204,0.00019223,9.04E-06,0.00032151
1.6827,1.1676,0.0066858,1.41E-05,0.00019771,0.00020254
0.93856,0.48113,0.012305,8.30E-06,9.25E-05,6.47E-05
1.6096,1.9229,0.0025396,2.94E-05,0.00015045,0.00032208
2.0193,2.5014,0.00087823,4.25E-05,0.00015695,0.00062307
2.7428,2.8513,0.00039348,3.09E-05,0.00020374,0.0014944
0.24369,4.8832,0.00011298,0.00010965,1.73E-06,0.00018119
2.7637,2.4643,0.00050868,2.34E-05,0.00029025,0.0010781
1.3741,2.0044,0.0027802,3.45E-05,0.0001183,0.00028607
1.2075,4.975,0.00011209,0.00015854,1.19E-05,0.00041093
1.2157,1.305,0.023001,1.75E-05,0.00012338,0.00016319
0.7708,3.3266,0.00051806,0.00031213,3.71E-05,0.00030625
4.7821,4.8213,8.57E-06,5.89E-06,4.38E-05,0.0035634
4.6783,3.3558,6.73E-05,6.73E-06,0.00017015,0.0053099
4.0936,1.4959,0.00024186,4.84E-06,0.0049588,0.00065217
3.6413,2.6556,0.00023099,1.30E-05,0.00040276,0.002425
0.87906,0.0073159,0.0032841,5.33E-06,7.75E-05,3.15E-05
1.8019,4.4189,0.00016997,0.00018762,3.42E-05,0.0008492
0.94395,2.0219,0.00314,3.70E-05,8.12E-05,0.00020895
0.005992,1.506,0.0025243,1.72E-05,3.91E-05,6.27E-05
1.5821,4.7529,0.00013202,0.0001665,2.16E-05,0.00062014
3.4981,2.3032,0.00030889,1.21E-05,0.00060054,0.0014356
3.1263,1.4382,0.00061189,9.03E-06,0.0012526,0.00052144
2.7153,0.42313,0.00091257,5.10E-06,0.00058592,0.00018728
2.1952,2.9109,0.00053531,5.43E-05,0.00013544,0.00093415
1.4371,0.76534,0.013142,1.04E-05,0.00015364,0.00012629
2.5083,0.36547,0.0011283,5.33E-06,0.00043355,0.00016362
